Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
16/08/2008,100.64(75.14),95.55(68.44),88.31(62.76),N.S.(N.S.),,81.39(52.70),71.62(39.31),74.72(42.38),70.51(39.61)
09/08/2008,98.50(73.69),93.18(67.86),87.57(64.28),N.S.(N.S.),,76.23(52.99),69.80(38.95),70.66(43.01),68.83(38.46)
02/08/2008,97.27(75.89),92.36(68.55),87.63(64.51),N.S.(N.S.),,72.88(52.73),67.21(40.11),68.90(42.33),65.90(39.01)
26/07/2008,97.86(75.46),91.84(72.07),86.69(66.19),N.S.(N.S.),,67.50(54.50),63.98(39.89),65.86(42.81),64.08(38.34)
19/07/2008,99.42(77.32),91.65(69.75),84.84(66.65),N.S.(N.S.),,66.50(53.09),62.36(40.78),63.07(45.03),62.16(39.27)
12/07/2008,100.11(80.00),92.86(72.08),84.06(66.63),N.S.(N.S.),,65.30(52.84),61.74(40.19),62.67(43.36),61.95(39.48)
05/07/2008,101.61(83.40),93.22(75.02),85.92(67.73),N.S.(N.S.),,65.57(51.70),61.45(40.32),63.73(43.99),63.01(38.67)
28/06/2008,102.25(85.34),94.94(78.92),89.44(69.40),N.S.(N.S.),,67.19(50.94),62.68(41.62),63.39(44.67),61.77(40.69)
21/06/2008,101.00(83.83),95.82(81.29),91.30(71.59),N.S.(N.S.),,64.21(50.54),61.96(44.07),62.23(45.38),61.68(42.25)
14/06/2008,95.50(80.11),93.95(80.36),94.07(73.38),N.S.(N.S.),,61.35(51.98),60.62(45.79),60.20(46.77),60.28(43.00)
07/06/2008,91.69(77.50),89.09(75.53),92.96(73.32),N.S.(N.S.),,58.87(52.60),60.23(46.33),59.40(47.83),58.57(44.08)
31/05/2008,91.23(76.47),87.17(73.10),90.84(73.93),N.S.(N.S.),,58.76(53.45),57.93(47.02),57.73(48.14),56.32(43.40)
24/05/2008,92.47(74.43),87.21(69.81),88.79(72.55),N.S.(N.S.),,58.03(55.75),57.02(47.34),57.36(49.25),55.51(44.11)
17/05/2008,92.56(74.34),87.31(69.72),88.36(70.60),N.S.(N.S.),,57.46(56.27),55.15(47.49),54.30(49.73),53.52(44.09)
10/05/2008,93.09(75.21),87.51(69.99),86.07(68.70),N.S.(N.S.),,57.61(57.67),55.11(47.49),54.89(50.49),52.54(43.44)
03/05/2008,95.14(79.15),87.51(71.68),86.36(69.74),N.S.(N.S.),,59.05(58.06),56.17(46.94),55.35(50.75),53.50(44.94)
26/04/2008,97.53(84.62),90.29(75.21),89.43(71.93),N.S.(N.S.),,59.31(58.21),56.17(47.25),55.60(49.72),54.83(45.40)
19/04/2008,94.81(81.95),N.S.(81.14),91.14(75.17),N.S.(N.S.),,58.68(58.73),54.24(46.45),55.14(51.85),53.48(44.59)
12/04/2008,87.47(89.83),83.97(84.71),90.96(78.91),N.S.(N.S.),,58.60(59.32),54.25(47.16),54.83(50.29),53.55(45.86)
05/04/2008,79.95(72.21),65.64(61.47),93.21(82.64),N.S.(N.S.),,57.54(N.S.),54.63(47.03),54.46(48.50),52.22(45.65)
29/03/2008,64.49(54.04),N.S.(55.37),60.97(53.73),N.S.(N.S.),,57.79(60.81),55.17(47.36),54.73(49.09),53.1(45.3)
22/03/2008,N.S.(N.S.),58.96(N.S.),N.S.(N.S.),N.S.(N.S.),,N.S.(60.03 ),55.22(49.4),55.64(50.04),54.26(45.04)
15/03/2008,N.S.(N.S.),N.S.(54.39),N.S.(N.S.),N.S.(N.S.),,59.85(59.05),55.92(48.46),56.33(55.79),53.34(45.91)
08/03/2008,66.06(55.19),N.S.(N.S.),60.76(50.41),N.S.(N.S.),,58.58(N.S.),56(50.07),55.53(N.S.),52.42(45.79)
01/03/2008,N.S.(N.S.),55.65(N.S.),57.02(N.S.),N.S.(N.S.),,58.14(59.47),53.99(50.07),53.8(53.75),51(46.47)
23/02/2008,65.69(58.84),59.39(57.17),58.15(52.33),N.S.(N.S.),,58.53(58.85),52.69(N.S.),53.65(52.29),50(45.79)
16/02/2008,67.81(59.7),62.5(N.S.),61.27(52.74),N.S.(N.S.),,57.66(58.5),51.8(49.76),53.47(50.75),49.76(45.5)
09/02/2008,70.4(62.47),63.28(61.12),59.63(53.12),N.S.(N.S.),,57.32(57.81),52.28(49.42),52.6(50.04),50.02(45.7)
02/02/2008,70.39(67.24),64.99(60.77),62.09(54.59),N.S.(N.S.),,57.06(58.48),53.38(49.58),52.5(50.2),50.33(46.64)
26/01/2008,73.38(65.99),65.66(60.58),65.57(56.43),N.S.(N.S.),,54.59(60.24),53.43(48.67),52.07(49.71),48.5(46.12)
19/01/2008,76.25(66.63),71.01(61.2),67.16(58.49),N.S.(N.S.),,57.49(58.96),52.48(48.59),53.18(50.43),48.04(46.76)
12/01/2008,78.73(67.67),73.97(61.08),68.17(59.3),N.S.(N.S.),,58.02(58.69),52.23(47.43),53.39(49.12),46.84(45.23)
05/01/2008,79.79(67.68),76.19(61.51),70.07(60.01),N.S.(N.S.),,57.83(56.35),51.67(47.61),53.92(49.3),46.75(45.13)
