Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
21/07/2018,175.30(165.87),163.96(151.19),146.36(129.39),NS(NS),,111.32(104.76),80.61(71.86),94.53(82.61),62.50(62.50)
14/07/2018,174.36(160.57),163.85(151.21),144.87(132.76),NS(NS),,111.44(106.61),80.01(69.83),92.73(86.87),64.41(63.19)
07/07/2018,180.65(170.56),161.32(152.66),146.68(132.59),NS(NS),,111.47(104.92),77.25(76.37),89.03(92.89),66.20(67.80)
30/06/2018,180.81(165.76),165.07(150.69),150.39(135.59),NS(NS),,110.90(103.98),76.59(72.06),91.32(88.40),62.86(74.31)
23/06/2018,173.12(161.95),168.36(157.62),149.15(140.97),NS(NS),,112.48(107.40),76.34(76.62),89.23(87.92),63.72(80.61)
16/06/2018,165.87(159.84),160.82(157.29),143.50(144.49),NS(NS),,112.82(110.07),77.19(76.35),90.35(87.62),65.34(77.91)
09/06/2018,156.67(149.52),153.37(150.17),145.44(138.24),NS(NS),,112.83(110.95),76.98(77.07),91.57(88.22),67.13(80.13)
02/06/2018,150.81(139.43),151.35(140.04),151.40(132.88),NS(NS),,111.12(107.80),77.14(78.68),91.66(89.79),68.00(82.29)
26/05/2018,155.28(140.33),142.67(131.32),149.11(135.55),NS(NS),,111.20(112.16),77.33(83.01),92.87(93.16),66.49(83.67)
19/05/2018,159.89(147.06),146.36(131.78),142.88(143.32),NS(NS),,113.00(115.90),78.46(86.31),90.39(93.59),66.68(88.57)
12/05/2018,165.65(149.13),146.06(139.20),134.17(140.96),NS (NS),,115.81(114.49),81.65(86.95),94.33(93.87),70.66(89.49)
05/05/2018,156.77(148.71),154.72(142.07),134.86(138.16),NS(NS),,120.40(116.42),84.96(86.40),100.92(99.22),71.96(95.32)
28/04/2018,150.52(148.44),160.65(148.50),144.21(139.83),NS(NS),,119.28(125.20),90.07(91.33),103.59(101.33),69.64(96.36)
21/04/2018,147.19(151.77),153.65(158.44),152.49(137.23),NS(NS),,121.34(134.19),93.89(99.16),105.62(106.50),69.02(96.31)
14/04/2018,114.92(120.65),154.56(161.34),159.42(143.20),NS(NS),,121.72(NS),94.13(104.23),106.13(110.49),68.12(96.76)
07/04/2018,119.74(115.00),125.75(130.71),165.07(144.27),NS(NS),,122.63(137.25),94.16(105.81),107.07(110.90),67.93(98.26)
31/03/2018,NS(NS),93.38(106.49),94.07(120.34),NS(NS),,NS(136.60),95.56(106.38),107.44(110.10),70.35(95.66)
24/03/2018,99.48(105.09),NS(NS),NS(97.73),NS(NS),,124.72(133.78),94.58(105.74),106.06(110.62),65.23(95.90)
17/03/2018,NS(106.99),NS(109.54),NS(NS),NS(NS),,123.18(133.43),92.96(107.45),107.53(113.49),69.99(94.04)
10/03/2018,NS(108.97),99.30(104.74),92.72(NS),NS(NS),,121.39(135.13),93.96(109.18),103.78(115.13),71.05(95.04)
03/03/2018,112.20(108.12),99.12(106.32),NS(NS),NS(NS),,120.70(135.01),93.38(109.65),104.51(114.44),74.35(97.22)
24/02/2018,111.99(110.41),99.85(110.20),96.49(NS),NS(NS),,120.64(132.00),95.44(108.60),106.22(113.04),73.31(97.89)
17/02/2018,116.67(116.79),103.25(106.49),102.43(106.19),NS(NS),,121.13(133.16),96.15(106.59),106.24(112.55),72.66(97.70)
10/02/2018,119.08(123.73),104.53(105.59),103.48(105.33),NS(NS),,123.73(128.90),94.85(105.85),101.46(113.49),73.91(98.19)
03/02/2018,123.78(129.21),108.40(106.14),110.24(105.52),NS(NS),,122.49(124.04),92.66(105.11),100.66(110.27),71.89(98.56)
27/01/2018,130.46(131.53),112.03(111.18),112.52(109.11),NS (NS),,120.13(121.13),89.84(105.43),96.51(109.01),69.54(99.08))
20/01/2018,131.26(138.95),120.58(118.20),123.34(113.58),NS(NS),,117.92(119.11),87.08(106.54),97.97(108.30),69.97(100.75)
14/01/2018,134.16(137.42),126.34(119.67),125.05(119.96),NS(NS),,115.96(115.75),87.59(108.48),95.50(107.22),67.84(101.62)
07/01/2018,143.37(142.07),132.49(123.86),129.67(123.50),NS(NS),,109.90(112.85),88.10(108.25),92.71(106.49),67.23(99.02)
