Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
11/08/2018,181.60(179.36),160.76(156.91),139.99(124.33),NS( NS),,125.27(112.60),86.79(71.80),97.22(85.17),68.94(61.66)
04/04/2018,184.80(172.64),162.80(157.15),142.64(127.64),NS(NS),,121.73(113.23),84.90(74.82),94.07(83.93),65.82(62.51)
28/07/2018,186.91(178.67),164.58(154.10),145.01(126.41),NS(NS),,120.95(110.06),83.06(75.67),91.88(81.00),65.65(62.86)
21/07/2018,185.11(181.57),164.19(151.93),146.36(129.39),NS(NS),,115.05(109.91),82.09(73.51),94.65(83.39),62.50(62.50)
14/07/2018,189.75(177.56),163.99(151.95),144.89(132.76),NS(NS),,115.78(110.82),81.80(71.41),93.54(87.01),64.41(63.19)
07/07/2018,197.96(189.36),161.81(153.24),146.71(132.59),NS(NS),,115.33(108.89),78.77(82.54),90.11(93.58),66.20(67.80)
30/06/2018,196.80(184.15),165.32(151.22),150.39(135.59),NS(NS),,115.65(108.67),78.32(73.31),92.10(88.67),62.86(74.31)
23/06/2018,188.19(179.98),168.70(157.82),149.15(140.97),NS(NS),,117.16(113.16),77.82(77.77),89.68(88.62),63.72(80.61)
16/06/2018,182.49(176.75),161.37(157.68),143.53(144.50),NS(NS),,119.29(114.67),78.68(77.91),90.69(88.37),65.34(77.91)
09/06/2018,174.75(171.31),153.80(150.64),145.45(138.24),NS(NS),,119.77(114.96),78.58(78.61),92.22(88.67),67.13(80.13)
02/06/2018,169.82(159.56),151.75(140.27),151.43(132.88),NS(NS),,115.90(111.81),78.80(79.89),92.57(90.13),68.00(82.29)
26/05/2018,171.01(160.02),143.04(131.51),149.14(135.55),NS(NS),,116.17(116.31),79.00(84.37),93.76(93.53),66.49(83.67)
19/05/2018,180.60(171.53),146.64(132.07),142.90(143.32),NS(NS),,118.83(119.59),80.05(87.76),90.74(93.98),66.68(88.57)
12/05/2018,187.78(172.36),146.66(139.69),134.20(140.96),NS (NS),,121.45(117.98),83.51(88.29),94.76(94.19),70.66(89.49)
05/05/2018,186.67(175.16),155.39(142.32),134.89(138.16),NS(NS),,124.50(122.87),87.38(87.93),100.85(99.71),71.96(95.32)
28/04/2018,167.10(163.15),161.55(149.23),144.21(139.83),NS( NS),,122.91(127.67),91.97(93.03),103.58(101.66),69.64(96.36)
21/04/2018,164.51(159.46),154.58(158.91),152.46(137.23),NS(NS),,125.92(137.75),95.55(101.21),105.55(107.24),69.02(96.31)
14/04/2018,123.79(125.10),155.00(161.71),159.42(143.20),NS(NS),,124.02(NS),95.39(105.94),106.05(110.50),68.12(96.76)
07/04/2018,143.14(115.00),143.14(115.00),165.00(144.27),NS(NS),,124.51(140.29),95.38(106.91),106.78(110.96),67.93(98.26)
31/03/2018,NS(NS),98.31(106.47),93.98(120.34),NS(NS),,NS(138.72),96.58(107.45),107.53(110.15),70.35(95.66)
24/03/2018,111.02(118.10),NS(NS),NS(97.73),NS(NS),,127.62(135.83),95.49(106.87),106.20(110.66),65.23(95.90)
17/03/2018,NS(107.55),NS(109.65),NS(NS),NS(NS),,126.43(134.81),94.07(108.90),107.53(113.53),69.99(94.04)
10/03/2018,NS(108.97),99.46(104.71),92.69(NS),NS(NS),,123.99(137.00),95.14(110.02),103.71(115.09),71.05(95.04)
03/03/2018,116.89(110.57),99.35(106.29),NS(NS),NS(NS),,122.60(136.62),94.38(110.44),104.44(114.46),74.35(97.22)
24/02/2018,116.79(112.03),99.89(110.53),96.48(NS),NS(NS),,122.94(133.21),95.88(109.52),106.35(113.05),73.31(97.89)
17/02/2018,120.71(120.49),103.30(106.56),102.45(106.19),NS(NS),,123.12(134.48),97.21(107.35),105.34(112.65),72.66(97.70)
10/02/2018,123.87(127.53),104.79(105.66),103.47(105.33),NS(NS),,126.08(130.75),95.43(106.65),101.36(113.43),73.91(98.19)
03/02/2018,131.21(136.06),108.48(106.32),110.24(105.52),NS(NS),,124.91(125.80),93.40(106.31),100.72(110.30),71.89(98.56)
27/01/2018,130.46(138.89),112.10(111.24),112.50(109.11),NS (NS),,124.30(123.61),90.40(106.04),96.66(109.15),71.89(99.08)
20/01/2018,135.68(144.37),120.65(118.39),123.34(113.58),NS(NS),,123.01(121.75),87.74(107.29),98.18(108.54),69.97(100.75)
14/01/2018,141.71(145.34),126.54(119.83),125.05(119.96),NS( NS),,120.39(119.31),88.51(109.21),95.62(107.31),67.84(101.62)
07/01/2018,149.26(153.46),132.73(124.00),129.69(123.50),NS(NS),,114.04(115.88),88.77(108.91),92.51(106.65),67.26(99.02)
