Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
23/03/2013,135.30(N.S.),127.53(N.S.),134.72(74.01),N.S.(N.S.),,135.75(94.92),110.69(73.85),115.84(74.95),99.61(64.27)
02/03/2013,N.S.(N.S.),N.S.(N.S.),N.S.(79.96),N.S.(N.S.),,125.45(91.17),107.99(72.13),111.30(72.89),94.41(64.77)
09/03/2013,137.56(88.29),122.34(80.10),124.68(N.S.),N.S.(N.S.),,118.05(89.38),104.11(72.96),107.09(71.77),91.28(62.85)
02/03/2013,144.81(92.45),N.S.(N.S.),N.S.(82.46),N.S.(N.S.),,111.40(87.93),99.95(72.24),102.16(71.00),84.98(64.34)
23/02/2013,133.53(99.01),121.85(75.29),121.78(82.20),N.S.(N.S.),,109.31(85.67),97.90(71.15),99.27(70.65),87.03(63.58)
16/02/2013,129.57(102.86),120.73(86.57),116.31(85.05),N.S.(N.S.),,107.19(86.10),98.39(72.26),97.89(69.77),91.77(64.24)
09/02/2013,131.12(106.63),119.08(86.73),113.36(89.16),N.S.(N.S.),,105.92(84.38),98.66(72.52),97.58(70.60),91.99(64.46)
02/02/2013,132.82(107.62),116.72(86.89),114.94(96.13),N.S.(N.S.),,104.49(83.10),98.16(72.03),97.64(69.76),93.47(64.24)
26/01/2013,141.87(110.64),116.67(86.03),112.69(N.S.),N.S.(N.S.),,103.18(83.90),98.18(71.48),96.89(70.17),94.34(67.50)
19/01/2013,140.57(111.72),121.80(87.79),115.51(N.S.),98.42(N.S.),,105.27(83.32),97.53(70.66),96.16(70.83),97.48(68.22)
12/01/2013,145.37(118.18),122.25(89.74),118.56(96.85),97.30(N.S.),,105.68(83.59),99.34(68.30),98.27(68.70),98.99(64.48)
05/01/2013,147.62(120.32),130.36(93.42),121.08(98.35),99.40(N.S.),,105.55(82.63),99.76(65.71),98.85(68.34),101.73(62.63)
