Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
06/07/2013,158.62(160.15),148.91(148.92),128.06(129.80),103.42(111.09),,109.09(90.19),91.00(77.32),95.76(80.30),94.23(80.81)
29/06/2013,155.34(158.63),147.02(151.69),133.01(134.74),100.64(118.94),,109.66(88.75),91.85(79.20),95.99(81.00),92.75(79.21)
22/06/2013,148.54(163.32),142.94(154.53),137.11(141.96),109.64(125.93),,109.02(91.20),91.59(82.43),95.75(83.67),93.31(78.36)
15/06/2013,144.87(166.41),141.25(158.51),139.41(149.13),112.13(131.74),,108.96(95.89),90.54(88.47),95.67(85.55),90.33(78.88)
08/06/2013,147.56(174.54),138.72(161.87),138.85(153.32),113.50(134.28),,111.20(97.17),91.96(92.18),95.82(88.24),88.45(81.76)
01/06/2013,149.53(173.92),135.41(159.32),137.82(156.72),113.96(134.18),,113.82(97.76),92.19(93.13),96.97(89.95),89.67(81.24)
25/05/2013,151.69(171.32),141.91(160.39),134.02(156.51),122.20(142.42),,110.63(99.43),92.33(91.88),95.30(89.88),87.42(78.20)
18/05/2013,155.68(164.07),148.31(158.06),128.01(150.25),N.S.(143.07),,107.59(101.01),91.30(86.77),93.34(88.23),84.08(75.71)
11/05/2013,153.75(162.10),145.64(155.12),129.73(145.52),N.S.(137.45),,108.70(97.46),93.37(81.80),93.02(83.64),82.59(72.08)
04/05/2013,158.93(164),151.43(158.11),130.19(138.39),N.S.(N.S.),,117.51(99.81),97.28(79.31),99.00(79.95),83.61(69.43)
16/03/2013,N.S.(N.S.),N.S.(N.S.),N.S.(79.96),N.S.(N.S.),,124.30(90.21),107.93(71.83),11.60(72.88),94.41(64.77)
27/04/2013,157.00(160.41),156.28(155.88),132.53(141.57),138.68(N.S.),,124.09(104.59),100.64(78.26),103.43(78.85),87.24(69.14)
20/04/2013,156.49(124.63),163.52(141.97),138.81(139.73),N.S.(N.S.),,126.37(103.04),102.82(77.22),105.52(79.30),89.94(68.51)
13/04/2013,137.72(129.59),157.50(158.26),144.44(146.26),N.S.(N.S.),,129.78(98.82),105.02(75.93),110.35(79.57),91.84(65.97)
06/04/2013,132.08(102.56),131.67(133.30),143.98(122.72),N.S.(N.S.),,131.81(N.S.),109.48(74.27),113.03(78.68),96.11(66.26)
30/03/2013,N.S.(80.10),N.S.(88.87),N.S.(112.65),N.S.(N.S.),,N.S.(99.04),109.63(74.56),117.47(76.41),96.79(65.96)
23/03/2013,134.46(N.S.),127.98(N.S.),134.72(74.01),N.S.(N.S.),,134.62(94.41),110.75(73.68),116.04(74.92),99.61(64.27)
16/03/2013,N.S.(N.S.),N.S.(N.S.),N.S.(79.96),N.S.(N.S.),,124.30(90.21),107.93(71.83),111.60(72.88),94.41(64.77)
09/03/2013,137.56(87.56),122.39(80.16),124.68(N.S.),N.S.(N.S.),,116.86(89.23),104.00(72.58),107.23(71.62),91.28(62.85)
02/03/2013,140.62(92.43),N.S.(N.S.),N.S.(82.46),N.S.(N.S.),,110.03(86.26),99.83(71.87),102.18(70.88),84.98(64.34)
23/02/2013,133.19(99.14),121.85(75.29),121.78(82.20),N.S.(N.S.),,107.89(84.33),97.86(70.79),99.32(70.59),87.03(63.58)
16/02/2013,128.29(102.73),120.77(86.69),116.31(85.05),N.S.(N.S.),,105.71(85.35),98.37(71.93),97.92(69.64),91.77(64.24)
09/02/2013,130.35(106.79),119.13(86.75),113.36(89.16),N.S.(N.S.),,104.55(83.68),98.71(72.29),97.61(70.46),91.99(64.46)
02/02/2013,130.71(108.93),116.72(86.87),114.94(96.13),N.S.(N.S.),,102.89(82.19),98.21(71.79),97.72(69.64),93.47(64.24)
26/01/2013,139.69(112.19),116.64(86.06),112.69(N.S.),N.S.(N.S.),,101.43(82.81),98.16(71.40),96.95(70.13),94.34(67.50)
19/01/2013,137.50(113.44),121.70(87.81),115.51(N.S.),98.42(N.S.),,101.62(82.99),97.55(70.55),96.20(70.77),97.48(68.22)
12/01/2013,142.04(119.00),122.05(89.74),118.56(96.85),97.30(N.S.),,104.11(83.46),99.35(68.11),98.31(68.54),98.99(64.48)
05/01/2013,144.54(121.66),130.10(93.38),121.08(98.35),99.40(N.S.),,103.70(82.74),99.80(65.43),98.81(68.29),101.73(62.63)
