Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
16/07/2016,187.07(187.30),154.34(151.78),142.89(126.49),NS(NS),,113.63(93.85),93.41(66.25),94.87(73.84),82.86(58.21)
09/07/2016,180.75(175.88),156.04(155.38),140.11(124.03),NS(NS),,111.72(91.99),96.80(69.12),97.43(73.98),84.41(59.77)
02/07/2016,183.26(176.00),155.28(154.13),111.33(126.33),NS(NS),,114.75(92.09),97.68(69.30),99.14(72.91),84.60(60.85)
25/06/2016,180.91(182.95),153.32(153.65),118.13(127.76),NS(NS),,120.76(91.44),98.20(68.82),100.32(73.03),88.47(58.85)
18/06/2016,181.65(176.61),153.29(152.31),145.44(130.40),NS(NS),,117.84(91.46),99.18(66.38),100.68(72.01),89.39(56.72)
11/06/2016,171.84(168.20),150.41(151.38),142.79(130.51),NS(NS),,118.83(92.73),99.44(64.05),102.44(69.16),91.04(52.76)
04/06/2016,159.29(164.97),146.72(149.28),144.44(133.00),NS(NS),,114.51(93.58),98.39(63.90),101.07(70.70),87.85(52.14)
28/05/2016,159.45(168.90),133.93(144.55),141.03(135.62),NS(NS),,117.50(95.78),97.92(63.04),100.21(70.54),85.41(55.11)
21/05/2016,161.59(159.95),129.56(145.98),142.38(136.32),NS(NS),,116.75(94.74),96.62(66.01),100.11(71.39),84.88(55.83)
14/05/2016,164.41(171.11),136.34(143.62),136.63(129.71),NS(NS),,118.30(94.59),97.51(69.31),102.33(73.60),87.18(56.37)
07/05/2016,165.89(164.59),133.57(149.15),131.53(130.77),NS(NS),,115.17(96.47),97.23(72.33),103.28(78.41),90.01(57.96)
30/04/2016,170.19(163.28),140.08(148.46),130.81(133.33),NS(NS),,113.16(97.86),96.63(74.38),100.93(77.80),87.11(55.19)
23/04/2016,175.47(175.14),146.74(121.14),135.71(139.30),NS(NS),,114.47(101.11),94.17(76.58),99.80(78.71),87.98(55.87)
16/04/2016,177.05(115.72),154.51(157.02),146.80(140.50),NS(NS),,116.35(102.84),94.93(77.90),99.97(77.82),85.48(59.21)
09/04/2016,144.87(109.22),170.60(138.56),160.00(137.20),NS(NS),,118.45(102.91),94.80(77.73),100.48(79.26),83.17(60.17)
02/04/2016,NS(NS),119.23(91.65),140.78(122.70),NS(NS),,118.09(NS),92.39(78.46),97.71(80.07),83.15(61.85)
26/03/2016,NS(85.53),NS(NS),NS(125.35),NS(NS),,NS(100.60),91.30(79.01),96.34(80.45),79.96(59.12)
19/03/2016,118.28(NS),NS(NS),NS(78.45),NS(NS),,113.13(97.45),92.08(79.54),95.91(79.56),80.96(65.30)
12/03/2016,NS(94.69),105.38(104.98),NS(77.08),NS(NS),,109.27(98.76),94.73(78.34),94.54(79.38),78.88(66.16)
05/03/2016,NS(86.73),NS(100.98),102.43(NS),NS(NS),,111.94(98.44),100.50(79.91),97.69(80.69),79.83(65.12)
27/02/2016,109.77(96.04),108.51(104.10),NS(82.23),NS(NS),,116.29(101.85),106.78(79.05),103.11(80.76),82.49(63.62)
20/02/2016,119.41(111.80),108.34(102.70),104.43(88.67),NS(NS),,121.16(102.41),110.20(79.25),105.01(80.05),81.30(63.18)
13/02/2016,123.87(122.72),113.39(101.12),101.94(97.64),NS(NS),,123.63(103.51),110.58(79.29),105.38(80.83),84.45(60.67)
06/02/2016,123.33(125.09),113.10(100.35),105.48(102.42),NS(NS),,125.89(99.81),104.68(80.55),103.48(81.73),83.86(58.71)
30/01/2016,123.07(132.84),115.74(105.44),110.25(111.55),NS(NS),,123.81(99.69),102.88(79.35),100.84(81.07),80.14(56.67)
23/01/2016,134.99(136.57),115.43(108.62),116.50(119.21),NS(NS),,122.57(99.08),97.05(78.78),97.63(80.23),78.13(56.12)
16/01/2016,142.78(144.22),128.72(122.68),119.06(123.11),NS(NS),,122.63(100.05),95.14(77.81),94.59(78.66),79.45(52.94)
09/01/2016,149.74(146.27),129.21(113.60),124.25(122.51),NS(NS),,116.16(99.65),90.39(72.71),91.43(78.36),74.69(51.03)
02/01/2016,150.97(151.02),125.97(119.21),124.80(121.53),NS(NS),,111.67(102.77),NS(71.83),88.39(76.45),74.71(50.09)
