Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
13/03/2021,145.50(90.82),149.59(NS),NS(NS),NS(NS),NS,163.75(112.25),121.41(79.20),132.13(95.38),113.60(59.99)
06/03/2021,147.73(94.68),NS(85.97),NS(91.25),NS(NS),NS,164.24(113.98),120.39(78.53),131.97(91.52),117.88(63.03)
27/02/2021,156.36(94.13),158.10(88.87),NS(NS),NS(NS),NS,165.38(113.94),123.94(79.57),139.69(92.18),117.14(61.16)
20/02/2021,167.61(100.24),145.83(85.68),150.80(96.62),NS(NS),147.02,164.23(113.93),129.99(79.29),138.64(93.15),118.02(67.18)
13/02/2021,174.30(105.88),147.65(91.52),151.70(97.72),NS(NS),147.27,167.30(114.74),131.72(80.40),140.33(92.56),118.78(66.60)
06/02/2021,171.46(115.80),156.74(99.30),148.68(100.12),NS(NS),154.98,164.51(115.20),132.86(80.16),141.61(91.62),113.49(66.14)
30/01/2021,184.65(125.28),160.29(106.26),152.18(105.55),NS(NS),136.28,167.83(116.97),132.06(81.09),142.04(92.56),122.69(66.47)
23/01/2021,181.99(128.59),164.85(112.08),160.07(114.95),NS(NS),125.10,168.86(115.14),132.29(81.64),139.11(95.14),126.47(66.25)
16/01/2021,183.20(131.78),168.27(118.75),163.66(120.51),NS(NS),138.55,166.89(114.90),135.42(82.77),139.27(94.24),124.95(64.64)
09/01/2021,183.43(140.19),167.99(128.10),167.60(125.32),NS(NS),129.87,171.59(115.41),134.05(83.28),137.28(93.86),117.34(74.98)
02/01/2021,187.04(143.66),164.08(131.95),168.57(133.67),NS(NS),130.40,NS(NS),NS(83.03),NS(95.16),108.74(NS)
