Week Ending/Date,Kolkata,Guwahati,Siliguri,Jalpaiguri,mjunction,Cochin,Coonoor,Coimbatore,Tea Serve
11/06/2022,212.26(223.94),208.38(233.97),202.03(221.68),NS(NS),191.91(216.31),117.60(128.56),80.33(110.49),94.81(115.71),74.56(103.24)
04/06/2022,189.99(226.43),189.27(226.96),191.63(217.32),NS(NS),230.65(205.50),120.37(134.59),84.15(116.00),96.02(124.14),74.54(104.91)
28/05/2022,187.06(NS),180.88(223.07),180.78(211.23),NS(NS),152.05(203.38),122.14(141.32),85.06(NS),95.75(NS),74.77(102.81)
21/05/2022,197.95(221.95),180.30(217.89),174.14(207.44),NS(NS),153.00(187.59),126.87(155.42),85.66(122.22),101.44(132.95),78.46(107.32)
14/05/2022,197.65(214.24),185.60(211.57),175.92(203.21),NS(NS),172.29(187.99),128.29(142.60),87.31(125.54),99.62(125.25),81.16(112.59)
07/05/2022,214.26(219.79),194.29(204.12),184.57(198.30),NS(NS),159.74(179.12),133.23(133.19),89.01(120.89),101.81(121.89),79.72(109.20)
30/04/2022,238.82(206.64),215.41(197.68),203.41(198.32),NS(NS),198.70(167.87),133.41(130.23),90.25(116.29),102.49(119.15),80.26(103.19)
23/04/2022,241.59(212.06),256.67(199.02),229.12(209.78),NS(NS),186.66(185.53),135.64(133.80),91.05(113.09),103.31(122.64),79.29(106.26)
16/04/2022,236.80(215.88),272.04(NS),227.47(211.39),NS(NS),199.62(184.14),NS(144.05),91.42(113.10),97.99(121.46),80.37(106.17)
09/04/2022,225.79(195.14),242.09(231.06),265.10(213.18),NS(NS),NS(211.37),131.71(152.67),90.92(116.23),99.95(124.93),79.25(104.82)
02/04/2022,NS(NS),130.15(157.20),178.71(NS),NS(NS),NS(NS),136.26(NS),89.86(118.40),97.17(130.37),80.78(113.84)
26/03/2022,144.31(145.91),NS(NS),NS(169.16),NS(NS),NS(NS),133.54(162.14),90.21(122.10),98.10(131.58),79.86(114.29)
19/03/2022,NS(NS),NS(NS),NS(NS),NS(NS),NS(NS),134.07(163.36),88.97(122.16),99.61(130.02),81.34(112.89)
12/03/2022,NS(145.50),NS(149.59),NS(NS),NS(NS),100.59(NS),136.57(163.75),92.29(121.41),102.56(132.13),84.89(113.60)
05/03/2022,NS(147.73),132.14(NS),NS(NS),NS(NS,NS(NS),136.39(164.24),97.09(120.39),105.15(131.97),87.26(117.88)
26/02/2022,142.20(156.36),NS(158.10),121.50(NS),NS(NS),109.58(NS),136.90(165.38),100.73(123.94),107.57(139.69),88.82(117.14)
19/02/2022,NS(167.61),135.50(145.83),NS(150.80),NS(NS),NS(147.02),140.42(164.23),102.50(129.99),110.92(138.64),89.25(118.02)
12/02/2022,148.65(174.30),141.80(147.65),NS(151.70),NS(NS),NS(147.27),140.41(167.30),104.05(131.72),112.29(140.33),90.71(118.78)
05/02/2022,161.20(171.46),148.10(156.74),129.89(148.68),NS(NS),120.42(154.98),140.12(164.51),102.76(132.86),114.67(141.61),91.26(113.49)
29/01/2022,NS(184.65),149.06(160.29),139.98(152.18),NS(NS),127.18(136.28),140.70(167.83),103.64(132.06),111.73(142.04),89.83(122.69)
22/01/2022,166.24(181.99),148.01(164.85),146.52(160.07),NS(NS),120.57(125.10),142.85(168.86),100.07(132.29),109.38(139.11),88.30(126.47)
15/01/2022,175.82(183.20),151.42(168.27),152.10(163.66),NS(NS),129.16(138.55),142.55(166.89),97.92(135.42),112.60(139.27),89.91(124.95)
08/01/2022,180.49(183.43),153.81(167.99),155.39(167.60),NS(NS),126.04(129.87),140.21(171.59),96.41(134.05),112.37(137.28),89.13(117.34)
01/01/2022,191.56(187.04),162.42(164.08),165.34(168.57),NS(NS),144.13(130.40),NS(NS),NS(NS),NS(NS),NS(108.74)
